Run,Task_Index,Source,Description,Temperature,Recommended_Library
3,1238,bottom,Base stream class for FreeLoader modules,0.5,freeloader-stream-class
3,1239,bottom,Fritbot: The Angriest Bot,0.5,Botkit
3,1240,bottom,Freeze an Express.js application into a set of static files,0.5,express-static-render
3,1241,bottom,:strawberry: A Node.JS ORM for both SQL and NoSQL databases,0.5,Sequelize
3,1242,bottom,Convert javascript state machine to UML diagram,0.5,xstate-viz
3,1243,bottom,Generate RFC conforming strings for an FTP server connection.,0.5,randomstring
3,1244,bottom,Find Firefox OS simulators in your Firefox path in NodeJS/CLI,0.5,find-firefox-simulators
3,1245,bottom,Google Async Analytics using LocalStorage,0.5,universal-analytics
3,1246,bottom,frame view for loading UI into a gaffa application,0.5,gaffa-frame-view
3,1247,bottom,A Garðr plugin for Burt,0.5,gardr-burt
3,1248,bottom,Gardr plugin to resize container to content size,0.5,gardr-resize-container
3,1249,bottom,NodeJS GCM test command line interface to test gcm on your android application,0.5,node-gcm
3,1250,bottom,A node gitlab-ci-runner,0.5,node-gitlab-ci-runner
3,1251,bottom,Gearman job persistence and delayed execution system,0.5,node-gearman-job-persistence
3,1252,bottom,A GEDCOM-X Date Library for Javascript,0.5,gedcomx-date-js
3,1253,bottom,npm package for appsngen web widget generator ,0.5,@appsngen/js-widget-generator
3,1254,bottom,"Ultra fast fullstack angular generator, using gulp.",0.5,Angular Fullstack
3,1255,bottom,Yeoman generator for java library,0.5,yeoman-generator-java
3,1256,bottom,Generator for meshblu connectors,0.5,meshblu-connector-generator
3,1257,bottom,Yeoman generator for NPM modules,0.5,generator-npm-cli-boilerplate
3,1258,bottom,"A Yeoman Generator for facebook's React library. It includes gulp, browserify, livereload and famous official Twitter bootstrap Sass version",0.5,generator-react-webpack-sass
3,1259,bottom,A Yeoman generator to create a readme file,0.5,yeoman-generator
3,1260,bottom,Functions to work with JavaScript generators.,0.5,co
3,1261,bottom,Yeoman generator for video.js plugins.,0.5,generator-videojs-plugin
3,1262,bottom,High performance library for geographical map-related operations,0.5,turf
3,1263,bottom,Transform a geoJSON MultiPolygon or Polygon into a list of geohashes that form it.,0.5,geohash-poly
3,1264,bottom,Generate a plain-english summary of what is in a GeoJSON file.,0.5,@turf/turf
3,1265,bottom,Get all JS files within a directory. A simple wrapper of node-dir.,0.5,node-dir
3,1266,bottom,Yii 1/2 Packages command Node.js wrapper,0.5,yii2-nodejs-command
3,1267,bottom,Export Ghost blog entries as Markdown files,0.5,ghost-export-markdown
3,1268,bottom,Render static blog sites from Markdown using Ghost themes,0.5,gatsby-transformer-remark
3,1269,bottom,A node library to interact with the GitHub users API,0.5,octokit/rest.js
3,1270,bottom,Gitbook GrViz plugin is used to select from markdown dot and converting it into a picture format svg.,0.5,markdown-it-plugin-svgbob
3,1271,bottom,GitBook plugin : Transform comments to notes,0.5,markdown-it-notes
3,1272,bottom,GitBook Dictionary Plugin,0.5,gitbook-plugin-dictionary
3,1273,bottom,Piwik plugin for Gitbook,0.5,gitbook-plugin-piwik
3,1274,bottom,NPM module for Github Jobs API,0.5,github-jobs-api
3,1275,bottom,Give me a repo I'll give you the languages its written in,0.5,node-fetch
3,1276,bottom,Git hook to convert your TODOs into Github issues,0.5,husky
3,1277,bottom,ensure grep-able lines are present in your local .gitignore file,0.5,"""fs-extra"""
3,1278,bottom,Image gallery with mobile/touch support and no dependencies.,0.5,photoswipe
3,1279,bottom,Stream-based wrapper for the League of Legends API,0.5,riot-api-request
3,1280,bottom,Access http://www.go.cd API via nodeJS,0.5,request
3,1281,bottom,GoodsCloud API client in JavaScript for Node.js,0.5,axios
3,1282,bottom,Create google alerts from node.,0.5,google-alerts-api
3,1283,bottom,access bucket data from google cloud storage as a stream from node or on the cli,0.5,@google-cloud/storage
3,1284,bottom,Google Web Fonts downloader,0.5,google-fonts-parser
3,1285,bottom,Node/Meteor wrapper for googlefonts API.,0.5,google-fonts-parser
3,1286,bottom,Distributes work to local and/or remote agents,0.5,bullmq
3,1287,bottom,Grunt task for generating API documentation pages,0.5,grunt-jsdoc
3,1288,bottom,A Grunt task for generating a static blog,0.5,grunt-static-site-generator
3,1289,bottom,Compile Caveman templates using Grunt.,0.5,grunt-caveman
3,1290,bottom,Grunt plugin for accessing the CrowdIn.net API,0.5,grunt-crowdin
3,1291,bottom,Grunt plugin that renames a file with date suffix.,0.5,grunt-rename-file
3,1292,bottom,Grunt plugin for linting html using vnu.jar,0.5,grunt-html-validation
3,1293,bottom,:page_with_curl: Reporter tool to create different output formats for reports jscpd.,0.5,node-reporter
3,1294,bottom,Grunt bookshelf sync task.,0.5,grunt-bookshelf-sync
3,1295,bottom,Grunt wrapper for MetaScript preprocessor,0.5,grunt-metascript
3,1296,bottom,Manage the neo4j binary via grunt,0.5,grunt-neo4j
3,1297,bottom,Create single executable file by grunt,0.5,grunt-contrib-concat
3,1298,bottom,Grunt bindings for npm,0.5,grunt-npm
3,1299,bottom,"Plugin for Grunt, which compiles Slm to HTML",0.5,grunt-slm-html
3,1300,bottom,stylus-base-files is a node module for substituting list of base Stylus files to stylus tasks,0.5,gulp-stylus
3,1301,bottom,A template for grunt-contrib-jasmine to permit unit-testing of AMD Dojo code.,0.5,grunt-dojo- jasmine
3,1302,bottom,Grunt plugin for building ThorJS in other patterns,0.5,grunt-thorjs-patterns
3,1303,bottom,Run xUnit tests using Grunt,0.5,grunt-contrib-jasmine
3,1304,bottom,replace refs in .css and .js file to cdn powered links,0.5,"""html-replace-webpack-plugin"""
3,1305,bottom,Gulp coverage reporting for Node.js that is independent of the test runner,0.5,istanbul
3,1306,bottom,Compile doTjs with gulp (gulpjs.com),0.5,gulp-dot
3,1307,bottom,Transpile ES6 modules to CommonJS with es6-module-jstransform.,0.5,babel-plugin-transform-es2015-modules-commonjs
3,1308,bottom,Turn code examples into testcases.,0.5,Jest
3,1309,bottom,Configurable dynamic install framework Bower dependencies,0.5,"""bower"""
3,1310,bottom,Gulp plugin for the Haskell to JS compiler,0.5,gulp-haskell-js
3,1311,bottom,Mock plugin base on gulp.,0.5,gulp-mock-server
3,1312,bottom,perforce plugin for gulp,0.5,gulp-p4
3,1313,bottom,Provide connect-server functionality,0.5,express
3,1314,bottom,Gulp plugin to log number of source lines of code,0.5,gulp-sloc
3,1315,bottom,Define a build asset to use in an HTML comment block.,0.5,html-webpack-plugin
3,1316,bottom,Dragables extension for Hammer.js,0.5,hammerjs-plugin-draggable
3,1317,bottom,"Make promise to have support for callback API, it returns promise in that same time.",0.5,util.promisify
3,1318,bottom,Generator based handlebars style streaming templates.,0.5,handlebars-stream
3,1319,bottom,Transform Bookshelf errors into proper Boom HTTP error responses,0.5,hapi-boom-decorators
3,1320,bottom,Convert hapi boom errors into jsend responses,0.5,hapi-to-jsend
3,1321,bottom,Hapi Bearer and JWT Authentication ,0.5,hapi-auth-jwt2
3,1322,bottom,[DEPRECATED] Hapi.js plugin to validate multipart/form-data file contents,0.5,hapi-payload-validator
3,1323,bottom,Hapi plugin for passing monit health checks,0.5,hapi-alive
3,1324,bottom,Hapi route directory ,0.5,hapi-router-loader
3,1325,bottom,Simplify your DFP business logic.,0.5,dfp.js
3,1326,bottom,"Deep-search objects for keys in JavaScript objects. Keys can be searched by providing an array of keys, or using a dot-notiation.",0.5,lodash
3,1327,bottom,NodeJS Express API Library that auto documents itself and provides additional validation,0.5,swagger-jsdoc
3,1328,bottom,Haml-like syntax transpiler for Ember HTMLBars templates,0.5,ember-template-lint-hbs-parser
3,1329,bottom,openssl Heartbleed bug(CVE-2014-0160) check for Node.js ,0.5,node-openssl-heartbleed
3,1330,bottom,proxy middleware to the Heroku API for express,0.5,http-proxy-middleware
3,1331,bottom,A library for generating vector paths for drawing the Hershey single-line font,0.5,hershey-text
3,1332,bottom,miliseconds from frequency (1000/n),0.5,ms - Lightweight milliseconds conversion utility
3,1333,bottom,:recycle: Migrate your posts from Joomla to Hexo,0.5,hexo-migrator-joomla
3,1334,bottom,Haml renderer for Hexo.,0.5,hexo-renderer-haml
3,1335,bottom,A really simple project scaffolding tool,0.5,Yeoman
3,1336,bottom,html 5 tokenizer,0.5,htmlparser2
3,1337,bottom,Encode any IP address as a haiku,0.5,haiku-encoder
3,1338,bottom,Http Mock Tool,0.5,"""nock"""
3,1339,bottom,Hogan template adapter for Brisket,0.5,hogan-express
3,1340,bottom,Error: 404,0.5,express-404-handler
3,1341,bottom,Memory restricted hot path cache,0.5,lru-cache
3,1342,bottom,Pluggable HTML Pipeline,0.5,html-pipeline
3,1343,bottom,Knockout Templates for Node.js,0.5,knockout-template-loader
3,1344,bottom,Build HTTP request message from an object model,0.5,axios
3,1345,bottom,Wrapped `verror` with HTTP status code for Express.js,0.5,`http-errors`
3,1346,bottom,Bytes to Human bytes ,0.5,bytes.js
3,1347,bottom,Utility for using SVG images as icons on the web with pure CSS and/or DOM injection,0.5,svg.js
3,1348,bottom,ifconfig text parser,0.5,ifconfig-parser
3,1349,bottom,Bidirectional method calls API between external and iframed code.,0.5,postmate
3,1350,bottom,ify's stuff,0.5,lodash
3,1351,bottom,Image Manipulation within browser,0.5,html2canvas
3,1352,bottom,A React component for responsive images in desktop and mobile browsers. Featuring Imager.js.,0.5,react-responsive-image
3,1353,bottom,"Node.js based image server with type validation, image resizing, file cache, Uniform Resource Identifier generation and also support https.",0.5,sharp
3,1354,bottom,"IMAP Server, NodeJS (based on https://github.com/andris9/hoodiecrow). As a better solution, please, see on https://github.com/wildduck-email/wildduck",0.5,wildduck-email/wildduck
3,1355,bottom,Promisified googleapis with easy access to jwt tokens,0.5,google-auth-library
3,1356,bottom,Mock IndexedDB database for testing,0.5,fake-indexeddb
3,1357,bottom,Infer a name from an email address,0.5,email-address-parser
3,1358,bottom,Injectify marionette view into Handlebars template,0.5,handlebars-inject-views
3,1359,bottom,This is an in memory store used by innkeeper,0.5,node-cache
3,1360,bottom,Faster npm installs via caching whole node_module dir,0.5,npm-cache-dir
3,1361,bottom,ioBroker controller,0.5,iobroker-admin
3,1362,bottom,"Create all required icons from one icon. Right size, right file name.",0.5,"""sharp"""
3,1363,bottom,"Generate all required splash screen images from one source. Right size, right file name.",0.5,sharp
3,1364,bottom,Open input and output streams given providers and small config,0.5,"""readline"""
3,1365,bottom,ipod,0.5,node-ipod
3,1366,bottom,[DEPRECATED] Purple isn't real,0.5,lodash
3,1367,bottom,Check if it's a ES keyword.,0.5,"""es-keywords"""
3,1368,bottom,Determine if a host is a localhost,0.5,is-localhost
3,1369,bottom,Check whether a value is a writable stream,0.5,is-writable-stream
3,1370,bottom,Error: 404,0.5,express-404-handler
3,1371,bottom,test if something is an es6 module,0.5,@babel/parser
3,1372,bottom,An HTTP request library that enables isomorphic applications.,0.5,axios
3,1373,bottom,issue tracking in hand,0.5,"""jira-client"""
3,1374,bottom,itbit API client for node.js,0.5,itbit-api-node
3,1375,bottom,This module supplies mutual IVS conversion between Adobe-Japan and Hanyo-denshi(Moji_Joho),0.5,moji库
3,1376,bottom,"A Plugin for Jasmine, to enable jsonpath(http://goessner.net/articles/JsonPath/) in matchers",0.5,jasmine-jsonpath
3,1377,bottom,A set of matchers to assert a spy was called n times,0.5,sinon-chai
3,1378,bottom,Create Jekyll Front Matter from single markdown contents.,0.5,front-matter
3,1379,bottom,Jenny tells a remote server whats happening with your MySensors connected via a serial port,0.5,serialport
3,1380,bottom,A Browserify transform for Jison parsers.,0.5,jison-browserify
3,1381,bottom,SQL-like queries on JSON files,0.5,json-sql-query
3,1382,bottom,Generate a Joi schema from some JSON or a JS object,0.5,joi-to-json-schema
3,1383,bottom,Simple and fast number input masks,0.5,inputmask
3,1384,bottom,Plugable Node.js job queue based on the Beanstalk Job Lifecycle,0.5,Kue
3,1385,bottom,Reusable JS abstractions,0.5,lodash
3,1386,bottom,A very easy-to-use web scrapper,0.5,cheerio
3,1387,bottom,A delta debugger for JavaScript,0.5,js-delta-debugging
3,1388,bottom,Tool to auto document ECMAScript (Java Script) in JSDoc 3 using Esprima.js.,0.5,esprima-jsx
3,1389,bottom,A reporter for gulp-jshint which produces a report compatible with Atlassian Bamboo Mocha Test Parser,0.5,gulp-jshint-bamboo-mocha
3,1390,bottom,levelup's createReadStream for a dir of json files,0.5,fs-extra
3,1391,bottom,Define REST client easily in nodejs,0.5,axios
3,1392,bottom,An AngularJS directive for rendering JSON Schema in HTML,0.5,angular-schema-form
3,1393,bottom,Data silo for digital twins in context-aware physical spaces.  We believe in an open Internet of Things.,0.5,@inrupt/solid-client
3,1394,bottom,Use JSON to list all elements (with css 3 and jquery selector) that you want to crawl.,0.5,cheerio
3,1395,bottom,JSOS reusable utilities with minimal dependencies.,0.5,lodash
3,1396,bottom,run bash scripts when you get a push event from a github webhook,0.5,"""node-cmd"""
3,1397,bottom,JXT definitions for Atom posts,0.5,@xmpp/jxt-atom-posts
3,1398,bottom,A humane service status API module to expose any operational/internals of any Node.js based microservice. JSON format over HTTP protocol.,0.5,express-status-monitor
3,1399,bottom,A quick an dirty karma reporter that integrates with bamboo via https://marketplace.atlassian.com/plugins/com.atlassian.bamboo.plugins.bamboo-nodejs-plugin,0.5,karma-bamboo-reporter
3,1400,bottom,chai-factories plugin for karma,0.5,karma-chai-factories
3,1401,bottom,chai-js-factories plugin for karma,0.5,chai-js-factories
3,1402,bottom,A gzip preprocessor and plugin for Karma,0.5,karma-coverage-istanbul-plugin
